20250101 180000;1.035500;1.035500;1.035010;1.035310;0
20250101 180100;1.035300;1.035320;1.035140;1.035320;0
20250101 180200;1.035320;1.035480;1.035120;1.035430;0
20250101 180300;1.035430;1.035460;1.035370;1.035380;0
20250101 180400;1.035370;1.035630;1.035370;1.035630;0
20250101 180500;1.035630;1.035630;1.035310;1.035440;0
20250101 180600;1.035440;1.035440;1.035380;1.035390;0
20250101 180700;1.035390;1.035390;1.035320;1.035380;0
20250101 180800;1.035380;1.035440;1.035370;1.035440;0
20250101 180900;1.035470;1.035510;1.035430;1.035430;0
20250101 181000;1.035430;1.035430;1.035270;1.035270;0
20250101 181100;1.035300;1.035380;1.035300;1.035330;0
20250101 181200;1.035330;1.035430;1.035310;1.035320;0
20250101 181300;1.035360;1.035360;1.035310;1.035310;0
20250101 181400;1.035310;1.035360;1.035310;1.035360;0
20250101 181500;1.035360;1.035360;1.035270;1.035280;0
20250101 181600;1.035280;1.035340;1.035280;1.035330;0
20250101 181700;1.035340;1.035380;1.035330;1.035340;0
20250101 181800;1.035360;1.035360;1.035290;1.035340;0
20250101 181900;1.035360;1.035430;1.035330;1.035390;0
20250101 182000;1.035390;1.035390;1.035330;1.035350;0
20250101 182100;1.035350;1.035350;1.035280;1.035290;0
20250101 182200;1.035310;1.035340;1.035310;1.035330;0
20250101 182300;1.035360;1.035380;1.035230;1.035230;0
20250101 182400;1.035260;1.035260;1.035230;1.035240;0
20250101 182500;1.035230;1.035270;1.035230;1.035260;0
20250101 182600;1.035270;1.035280;1.035230;1.035230;0
20250101 182700;1.035240;1.035270;1.035180;1.035210;0
20250101 182800;1.035210;1.035210;1.035170;1.035170;0
20250101 182900;1.035210;1.035230;1.035130;1.035130;0
20250101 183000;1.035150;1.035170;1.035020;1.035030;0
20250101 183100;1.035060;1.035060;1.034990;1.035010;0
20250101 183200;1.035010;1.035010;1.034810;1.034830;0
20250101 183300;1.034820;1.034820;1.034710;1.034730;0
20250101 183400;1.034760;1.034850;1.034760;1.034850;0
20250101 183500;1.034850;1.034880;1.034820;1.034840;0
20250101 183600;1.034830;1.034830;1.034690;1.034770;0
20250101 183700;1.034760;1.034760;1.034710;1.034720;0
20250101 183800;1.034720;1.034720;1.034620;1.034660;0
20250101 183900;1.034670;1.034850;1.034660;1.034850;0
20250101 184000;1.034850;1.034850;1.034820;1.034840;0
20250101 184100;1.034850;1.034860;1.034840;1.034860;0
20250101 184200;1.034860;1.034870;1.034780;1.034830;0
20250101 184300;1.034820;1.034890;1.034820;1.034890;0
20250101 184400;1.034890;1.034910;1.034880;1.034910;0
20250101 184500;1.034910;1.034930;1.034910;1.034920;0
20250101 184600;1.034940;1.034940;1.034920;1.034940;0
20250101 184700;1.034960;1.034960;1.034920;1.034940;0
20250101 184800;1.034970;1.035160;1.034960;1.035160;0
20250101 184900;1.035170;1.035200;1.035020;1.035120;0
20250101 185000;1.035130;1.035240;1.035120;1.035240;0
20250101 185100;1.035240;1.035260;1.035210;1.035210;0
20250101 185200;1.035210;1.035310;1.035180;1.035260;0
20250101 185300;1.035260;1.035300;1.035230;1.035270;0
20250101 185400;1.035250;1.035270;1.035090;1.035120;0
20250101 185500;1.035120;1.035140;1.035070;1.035100;0
20250101 185600;1.035130;1.035190;1.035130;1.035130;0
20250101 185700;1.035120;1.035120;1.035080;1.035080;0
20250101 185800;1.035070;1.035160;1.035070;1.035160;0
20250101 185900;1.035140;1.035140;1.035020;1.035070;0
20250101 190000;1.035080;1.035110;1.035040;1.035070;0
20250101 190100;1.035060;1.035100;1.035050;1.035060;0
20250101 190200;1.035060;1.035060;1.034950;1.035000;0
20250101 190300;1.034990;1.035020;1.034970;1.035000;0
20250101 190400;1.034980;1.035040;1.034910;1.034930;0
20250101 190500;1.034920;1.035070;1.034920;1.035070;0
20250101 190600;1.035080;1.035080;1.035040;1.035040;0
20250101 190700;1.035050;1.035090;1.034990;1.035060;0
20250101 190800;1.035060;1.035130;1.035050;1.035110;0
20250101 190900;1.035110;1.035140;1.035110;1.035140;0
20250101 191000;1.035130;1.035180;1.035120;1.035160;0
20250101 191100;1.035150;1.035150;1.035080;1.035080;0
20250101 191200;1.035070;1.035070;1.034990;1.035000;0
20250101 191300;1.035010;1.035010;1.034990;1.035000;0
20250101 191400;1.034950;1.034950;1.034910;1.034930;0
20250101 191500;1.034920;1.034940;1.034780;1.034780;0
20250101 191600;1.034780;1.034990;1.034780;1.034890;0
20250101 191700;1.034900;1.034940;1.034870;1.034930;0
20250101 191800;1.034930;1.034930;1.034820;1.034850;0
20250101 191900;1.034870;1.034900;1.034820;1.034890;0
20250101 192000;1.034900;1.035000;1.034890;1.034980;0
20250101 192100;1.034980;1.034980;1.034910;1.034910;0
20250101 192200;1.034910;1.034970;1.034720;1.034960;0
20250101 192300;1.034960;1.035120;1.034960;1.035110;0
20250101 192400;1.035110;1.035130;1.034970;1.035000;0
20250101 192500;1.034990;1.035080;1.034990;1.035080;0
20250101 192600;1.035110;1.035110;1.035050;1.035060;0
20250101 192700;1.035060;1.035120;1.035050;1.035060;0
20250101 192800;1.035050;1.035050;1.035040;1.035040;0
20250101 192900;1.035050;1.035080;1.035050;1.035060;0
20250101 193000;1.035050;1.035050;1.034910;1.034950;0
20250101 193100;1.034960;1.035020;1.034950;1.034980;0
20250101 193200;1.034980;1.035010;1.034980;1.034990;0
20250101 193300;1.035000;1.035000;1.034850;1.034850;0
20250101 193400;1.034880;1.034890;1.034860;1.034880;0
20250101 193500;1.034880;1.034930;1.034860;1.034930;0
20250101 193600;1.034940;1.034960;1.034940;1.034950;0
20250101 193700;1.034980;1.035060;1.034980;1.035060;0
20250101 193800;1.035100;1.035160;1.035080;1.035130;0
20250101 193900;1.035130;1.035130;1.034980;1.035030;0
20250101 194000;1.035040;1.035040;1.034970;1.034990;0
20250101 194100;1.034990;1.035050;1.034990;1.035040;0
20250101 194200;1.035050;1.035090;1.035050;1.035090;0
20250101 194300;1.035080;1.035120;1.035070;1.035120;0
20250101 194400;1.035100;1.035160;1.035080;1.035080;0
20250101 194500;1.035090;1.035130;1.035070;1.035130;0
20250101 194600;1.035140;1.035170;1.035100;1.035150;0
20250101 194700;1.035160;1.035200;1.035130;1.035160;0
20250101 194800;1.035150;1.035160;1.035100;1.035110;0
20250101 194900;1.035120;1.035160;1.035110;1.035140;0
20250101 195000;1.035130;1.035180;1.035100;1.035140;0
20250101 195100;1.035170;1.035280;1.035170;1.035280;0
20250101 195200;1.035270;1.035360;1.035250;1.035300;0
20250101 195300;1.035310;1.035380;1.035310;1.035360;0
20250101 195400;1.035360;1.035460;1.035360;1.035430;0
20250101 195500;1.035440;1.035640;1.035440;1.035640;0
20250101 195600;1.035630;1.035640;1.035550;1.035590;0
20250101 195700;1.035590;1.035600;1.035530;1.035550;0
20250101 195800;1.035560;1.035560;1.035030;1.035260;0
20250101 195900;1.035270;1.035270;1.035190;1.035200;0
20250101 200000;1.035210;1.035210;1.034420;1.035060;0
20250101 200100;1.035060;1.035120;1.034940;1.034990;0
20250101 200200;1.035000;1.035100;1.034910;1.034990;0
20250101 200300;1.035000;1.035140;1.034920;1.035030;0
20250101 200400;1.035040;1.035060;1.034930;1.034940;0
20250101 200500;1.034950;1.034960;1.034840;1.034870;0
20250101 200600;1.034870;1.035080;1.034870;1.035070;0
20250101 200700;1.035080;1.035090;1.034820;1.034820;0
20250101 200800;1.034830;1.034840;1.034750;1.034790;0
20250101 200900;1.034790;1.034870;1.034740;1.034860;0
20250101 201000;1.034860;1.034860;1.034710;1.034740;0
20250101 201100;1.034760;1.034890;1.034730;1.034740;0
20250101 201200;1.034770;1.034790;1.034690;1.034700;0
20250101 201300;1.034700;1.034940;1.034690;1.034940;0
20250101 201400;1.034950;1.035040;1.034890;1.034890;0
20250101 201500;1.034890;1.035020;1.034890;1.034910;0
20250101 201600;1.034900;1.034950;1.034800;1.034810;0
20250101 201700;1.034810;1.034810;1.034630;1.034640;0
20250101 201800;1.034650;1.034760;1.034650;1.034660;0
20250101 201900;1.034660;1.034760;1.034650;1.034730;0
20250101 202000;1.034740;1.034770;1.034680;1.034740;0
20250101 202100;1.034740;1.034840;1.034730;1.034760;0
20250101 202200;1.034780;1.034980;1.034780;1.034920;0
20250101 202300;1.034910;1.035020;1.034840;1.035020;0
20250101 202400;1.035040;1.035170;1.035040;1.035170;0
20250101 202500;1.035180;1.035280;1.035170;1.035280;0
20250101 202600;1.035300;1.035380;1.035280;1.035330;0
20250101 202700;1.035340;1.035340;1.035270;1.035330;0
20250101 202800;1.035320;1.035360;1.035270;1.035290;0
20250101 202900;1.035300;1.035310;1.035080;1.035080;0
20250101 203000;1.035090;1.035190;1.035040;1.035060;0
20250101 203100;1.035050;1.035050;1.034990;1.034990;0
20250101 203200;1.035000;1.035070;1.034890;1.034910;0
20250101 203300;1.034950;1.035140;1.034950;1.035130;0
20250101 203400;1.035150;1.035180;1.035000;1.035130;0
20250101 203500;1.035130;1.035340;1.035120;1.035330;0
20250101 203600;1.035340;1.035370;1.035270;1.035370;0
20250101 203700;1.035380;1.035480;1.035380;1.035430;0
20250101 203800;1.035430;1.035480;1.035400;1.035470;0
20250101 203900;1.035490;1.035590;1.035490;1.035570;0
20250101 204000;1.035580;1.035640;1.035580;1.035610;0
20250101 204100;1.035620;1.036050;1.035570;1.035910;0
20250101 204200;1.035910;1.036030;1.035820;1.036020;0
20250101 204300;1.036010;1.036060;1.035850;1.035850;0
20250101 204400;1.035870;1.035870;1.035810;1.035810;0
20250101 204500;1.035810;1.035900;1.035790;1.035870;0
20250101 204600;1.035880;1.035880;1.035770;1.035790;0
20250101 204700;1.035770;1.035820;1.035760;1.035810;0
20250101 204800;1.035790;1.035910;1.035790;1.035890;0
20250101 204900;1.035890;1.035900;1.035840;1.035850;0
20250101 205000;1.035840;1.035910;1.035840;1.035890;0
20250101 205100;1.035900;1.035980;1.035880;1.035960;0
20250101 205200;1.035970;1.035980;1.035900;1.035910;0
20250101 205300;1.035900;1.035910;1.035720;1.035730;0
20250101 205400;1.035740;1.035830;1.035740;1.035810;0
20250101 205500;1.035800;1.035920;1.035800;1.035890;0
20250101 205600;1.035890;1.035950;1.035880;1.035930;0
20250101 205700;1.035930;1.035930;1.035820;1.035860;0
20250101 205800;1.035840;1.035840;1.035740;1.035810;0
20250101 205900;1.035810;1.035810;1.035740;1.035780;0
20250101 210000;1.035770;1.035950;1.035770;1.035940;0
20250101 210100;1.035950;1.035970;1.035920;1.035970;0
20250101 210200;1.035960;1.035960;1.035850;1.035860;0
20250101 210300;1.035870;1.035950;1.035860;1.035950;0
20250101 210400;1.035950;1.036060;1.035950;1.036050;0
20250101 210500;1.036060;1.036100;1.036010;1.036070;0
20250101 210600;1.036060;1.036090;1.036010;1.036070;0
20250101 210700;1.036070;1.036110;1.036030;1.036050;0
20250101 210800;1.036050;1.036090;1.036030;1.036080;0
20250101 210900;1.036080;1.036110;1.036050;1.036050;0
20250101 211000;1.036040;1.036130;1.036040;1.036090;0
20250101 211100;1.036080;1.036090;1.036060;1.036080;0
20250101 211200;1.036090;1.036110;1.036010;1.036020;0
20250101 211300;1.036030;1.036030;1.035940;1.035940;0
20250101 211400;1.035940;1.036040;1.035930;1.036020;0
20250101 211500;1.036020;1.036020;1.035960;1.036010;0
20250101 211600;1.036010;1.036010;1.035960;1.035960;0
20250101 211700;1.035950;1.035980;1.035940;1.035980;0
20250101 211800;1.035980;1.036060;1.035980;1.036060;0
20250101 211900;1.036070;1.036110;1.036060;1.036060;0
20250101 212000;1.036060;1.036070;1.036020;1.036050;0
20250101 212100;1.036040;1.036090;1.036020;1.036040;0
20250101 212200;1.036040;1.036070;1.036000;1.036010;0
20250101 212300;1.036020;1.036110;1.036020;1.036110;0
20250101 212400;1.036120;1.036200;1.036100;1.036190;0
20250101 212500;1.036190;1.036270;1.036170;1.036220;0
20250101 212600;1.036220;1.036300;1.036220;1.036290;0
20250101 212700;1.036300;1.036320;1.036280;1.036310;0
20250101 212800;1.036300;1.036320;1.036290;1.036310;0
20250101 212900;1.036310;1.036350;1.036290;1.036300;0
20250101 213000;1.036300;1.036380;1.036290;1.036360;0
20250101 213100;1.036370;1.036380;1.036310;1.036310;0
20250101 213200;1.036310;1.036400;1.036310;1.036400;0
20250101 213300;1.036390;1.036440;1.036390;1.036430;0
20250101 213400;1.036420;1.036460;1.036390;1.036420;0
20250101 213500;1.036430;1.036430;1.036420;1.036430;0
20250101 213600;1.036440;1.036450;1.036400;1.036430;0
20250101 213700;1.036430;1.036430;1.036390;1.036390;0
20250101 213800;1.036390;1.036420;1.036390;1.036420;0
20250101 213900;1.036400;1.036540;1.036400;1.036530;0
20250101 214000;1.036560;1.036610;1.036560;1.036600;0
20250101 214100;1.036600;1.036620;1.036570;1.036620;0
20250101 214200;1.036630;1.036710;1.036620;1.036670;0
20250101 214300;1.036670;1.036690;1.036630;1.036680;0
20250101 214400;1.036690;1.036690;1.036650;1.036680;0
20250101 214500;1.036670;1.036790;1.036620;1.036780;0
20250101 214600;1.036790;1.036860;1.036770;1.036830;0
20250101 214700;1.036810;1.036850;1.036790;1.036850;0
20250101 214800;1.036850;1.036910;1.036800;1.036910;0
20250101 214900;1.036900;1.037030;1.036900;1.037020;0
20250101 215000;1.037000;1.037010;1.036990;1.036990;0
20250101 215100;1.036990;1.037050;1.036990;1.037050;0
20250101 215200;1.037010;1.037010;1.036950;1.036990;0
20250101 215300;1.037000;1.037020;1.036980;1.037020;0
20250101 215400;1.037010;1.037010;1.036920;1.036920;0
20250101 215500;1.036930;1.037010;1.036930;1.037010;0
20250101 215600;1.037000;1.037070;1.037000;1.037070;0
20250101 215700;1.037070;1.037110;1.037050;1.037110;0
20250101 215800;1.037120;1.037120;1.037010;1.037060;0
20250101 215900;1.037060;1.037110;1.037040;1.037090;0
20250101 220000;1.037110;1.037120;1.037050;1.037090;0
20250101 220100;1.037080;1.037110;1.037060;1.037100;0
20250101 220200;1.037120;1.037160;1.037100;1.037160;0
20250101 220300;1.037160;1.037160;1.037110;1.037120;0
20250101 220400;1.037130;1.037150;1.037110;1.037130;0
20250101 220500;1.037140;1.037150;1.037110;1.037120;0
20250101 220600;1.037120;1.037140;1.037100;1.037130;0
20250101 220700;1.037130;1.037200;1.037130;1.037200;0
20250101 220800;1.037180;1.037220;1.037180;1.037220;0
20250101 220900;1.037220;1.037320;1.037220;1.037300;0
20250101 221000;1.037310;1.037310;1.037250;1.037270;0
20250101 221100;1.037270;1.037310;1.037110;1.037180;0
20250101 221200;1.037210;1.037210;1.037130;1.037200;0
20250101 221300;1.037190;1.037190;1.037160;1.037170;0
20250101 221400;1.037160;1.037160;1.037130;1.037130;0
20250101 221500;1.037170;1.037170;1.036950;1.036960;0
20250101 221600;1.036980;1.037050;1.036880;1.036880;0
20250101 221700;1.036880;1.036890;1.036820;1.036870;0
20250101 221800;1.036870;1.036870;1.036820;1.036820;0
20250101 221900;1.036840;1.036950;1.036840;1.036940;0
20250101 222000;1.036940;1.036940;1.036930;1.036930;0
20250101 222100;1.036920;1.036930;1.036920;1.036930;0
20250101 222200;1.036930;1.036970;1.036930;1.036970;0
20250101 222300;1.036980;1.037010;1.036970;1.037010;0
20250101 222400;1.037010;1.037110;1.037010;1.037110;0
20250101 222500;1.037120;1.037130;1.037110;1.037110;0
20250101 222600;1.037120;1.037120;1.037030;1.037060;0
20250101 222700;1.037060;1.037070;1.037030;1.037030;0
20250101 222800;1.037020;1.037050;1.037020;1.037050;0
20250101 222900;1.037050;1.037050;1.037020;1.037040;0
20250101 223000;1.037070;1.037080;1.037060;1.037070;0
20250101 223100;1.037080;1.037090;1.037010;1.037030;0
20250101 223200;1.037030;1.037030;1.037010;1.037020;0
20250101 223300;1.037020;1.037380;1.037000;1.037370;0
20250101 223400;1.037380;1.037400;1.037330;1.037330;0
20250101 223500;1.037350;1.037400;1.037330;1.037370;0
20250101 223600;1.037370;1.037370;1.037210;1.037220;0
20250101 223700;1.037210;1.037220;1.037160;1.037170;0
20250101 223800;1.037180;1.037200;1.037170;1.037190;0
20250101 223900;1.037190;1.037190;1.037140;1.037160;0
20250101 224000;1.037170;1.037190;1.037150;1.037170;0
20250101 224100;1.037170;1.037170;1.037090;1.037110;0
20250101 224200;1.037100;1.037190;1.037100;1.037120;0
20250101 224300;1.037110;1.037110;1.037090;1.037100;0
20250101 224400;1.037100;1.037180;1.037100;1.037180;0
20250101 224500;1.037180;1.037200;1.037180;1.037190;0
20250101 224600;1.037190;1.037250;1.037180;1.037250;0
20250101 224700;1.037240;1.037240;1.037200;1.037210;0
20250101 224800;1.037210;1.037210;1.037160;1.037170;0
20250101 224900;1.037160;1.037160;1.036970;1.036970;0
20250101 225000;1.036980;1.036990;1.036940;1.036950;0
20250101 225100;1.036950;1.036970;1.036950;1.036960;0
20250101 225200;1.036990;1.037010;1.036990;1.036990;0
20250101 225300;1.037000;1.037020;1.036990;1.037010;0
20250101 225400;1.037010;1.037080;1.036990;1.037070;0
20250101 225500;1.037070;1.037090;1.037060;1.037070;0
20250101 225600;1.037060;1.037060;1.037010;1.037030;0
20250101 225700;1.037030;1.037110;1.037020;1.037110;0
20250101 225800;1.037120;1.037160;1.037110;1.037150;0
20250101 225900;1.037160;1.037170;1.037140;1.037150;0
20250101 230000;1.037160;1.037250;1.037160;1.037230;0
20250101 230100;1.037230;1.037230;1.037210;1.037220;0
20250101 230200;1.037230;1.037360;1.037210;1.037310;0
20250101 230300;1.037300;1.037340;1.037300;1.037340;0
20250101 230400;1.037330;1.037330;1.037300;1.037310;0
20250101 230500;1.037320;1.037330;1.037290;1.037300;0
20250101 230600;1.037290;1.037360;1.037290;1.037340;0
20250101 230700;1.037330;1.037350;1.037320;1.037340;0
20250101 230800;1.037370;1.037410;1.037370;1.037400;0
20250101 230900;1.037390;1.037460;1.037380;1.037440;0
20250101 231000;1.037450;1.037450;1.037410;1.037430;0
20250101 231100;1.037430;1.037440;1.037420;1.037420;0
20250101 231200;1.037410;1.037440;1.037410;1.037440;0
20250101 231300;1.037440;1.037440;1.037430;1.037440;0
20250101 231400;1.037450;1.037560;1.037410;1.037430;0
20250101 231500;1.037420;1.037450;1.037370;1.037390;0
20250101 231600;1.037400;1.037510;1.037350;1.037470;0
20250101 231700;1.037460;1.037460;1.037370;1.037380;0
20250101 231800;1.037380;1.037400;1.037360;1.037360;0
20250101 231900;1.037350;1.037400;1.037350;1.037370;0
20250101 232000;1.037390;1.037390;1.037310;1.037310;0
20250101 232100;1.037300;1.037300;1.037170;1.037190;0
20250101 232200;1.037190;1.037260;1.037190;1.037200;0
20250101 232300;1.037210;1.037330;1.037210;1.037310;0
20250101 232400;1.037300;1.037300;1.037260;1.037260;0
20250101 232500;1.037250;1.037250;1.037210;1.037240;0
20250101 232600;1.037240;1.037250;1.037170;1.037170;0
20250101 232700;1.037180;1.037180;1.037100;1.037120;0
20250101 232800;1.037110;1.037140;1.037090;1.037120;0
20250101 232900;1.037140;1.037150;1.037100;1.037110;0
20250101 233000;1.037120;1.037130;1.037040;1.037130;0
20250101 233100;1.037130;1.037160;1.037060;1.037070;0
20250101 233200;1.037060;1.037060;1.036960;1.036990;0
20250101 233300;1.037000;1.037010;1.036880;1.036890;0
20250101 233400;1.036880;1.036890;1.036810;1.036850;0
20250101 233500;1.036860;1.036860;1.036830;1.036840;0
20250101 233600;1.036830;1.036840;1.036830;1.036840;0
20250101 233700;1.036830;1.036850;1.036770;1.036780;0
20250101 233800;1.036780;1.036830;1.036740;1.036760;0
20250101 233900;1.036760;1.036760;1.036710;1.036710;0
20250101 234000;1.036720;1.036750;1.036670;1.036670;0
20250101 234100;1.036710;1.036710;1.036670;1.036670;0
20250101 234200;1.036680;1.036730;1.036680;1.036680;0
20250101 234300;1.036690;1.036690;1.036660;1.036660;0
20250101 234400;1.036640;1.036690;1.036640;1.036690;0
20250101 234500;1.036690;1.036690;1.036650;1.036680;0
20250101 234600;1.036670;1.036770;1.036640;1.036710;0
20250101 234700;1.036720;1.036810;1.036690;1.036810;0
20250101 234800;1.036810;1.036830;1.036810;1.036810;0
20250101 234900;1.036830;1.036890;1.036830;1.036890;0
20250101 235000;1.036900;1.036940;1.036900;1.036920;0
20250101 235100;1.036910;1.036920;1.036910;1.036910;0
20250101 235200;1.036930;1.036940;1.036870;1.036880;0
20250101 235300;1.036870;1.036920;1.036870;1.036920;0
20250101 235400;1.036920;1.036940;1.036910;1.036930;0
20250101 235500;1.036940;1.037050;1.036940;1.036960;0
20250101 235600;1.036950;1.036950;1.036910;1.036930;0
20250101 235700;1.036920;1.036920;1.036900;1.036920;0
20250101 235800;1.036910;1.036940;1.036910;1.036940;0
20250101 235900;1.036930;1.036990;1.036920;1.036920;0
20250102 000000;1.036930;1.036940;1.036930;1.036930;0
20250102 000100;1.036940;1.036990;1.036930;1.036940;0
20250102 000200;1.036960;1.037060;1.036960;1.037000;0
20250102 000300;1.037010;1.037020;1.036990;1.037000;0
20250102 000400;1.037000;1.037000;1.036920;1.036920;0
20250102 000500;1.036920;1.036920;1.036850;1.036870;0
20250102 000600;1.036880;1.036880;1.036860;1.036860;0
20250102 000700;1.036870;1.036890;1.036730;1.036730;0
20250102 000800;1.036740;1.036740;1.036630;1.036640;0
20250102 000900;1.036670;1.036670;1.036550;1.036560;0
20250102 001000;1.036560;1.036630;1.036560;1.036600;0
20250102 001100;1.036610;1.036630;1.036600;1.036630;0
20250102 001200;1.036630;1.036680;1.036630;1.036660;0
20250102 001300;1.036670;1.036680;1.036620;1.036620;0
20250102 001400;1.036630;1.036630;1.036570;1.036620;0
20250102 001500;1.036630;1.036650;1.036580;1.036580;0
20250102 001600;1.036590;1.036620;1.036570;1.036570;0
20250102 001700;1.036540;1.036570;1.036490;1.036560;0
20250102 001800;1.036570;1.036570;1.036550;1.036560;0
20250102 001900;1.036570;1.036660;1.036560;1.036610;0
20250102 002000;1.036620;1.036700;1.036610;1.036630;0
20250102 002100;1.036630;1.036630;1.036600;1.036610;0
20250102 002200;1.036620;1.036620;1.036520;1.036530;0
20250102 002300;1.036540;1.036540;1.036500;1.036530;0
20250102 002400;1.036520;1.036530;1.036490;1.036500;0
20250102 002500;1.036510;1.036520;1.036440;1.036440;0
20250102 002600;1.036420;1.036420;1.036380;1.036390;0
20250102 002700;1.036380;1.036380;1.036350;1.036370;0
20250102 002800;1.036360;1.036430;1.036360;1.036420;0
20250102 002900;1.036420;1.036460;1.036410;1.036460;0
20250102 003000;1.036470;1.036530;1.036470;1.036510;0
20250102 003100;1.036520;1.036520;1.036370;1.036370;0
20250102 003200;1.036370;1.036370;1.036270;1.036270;0
20250102 003300;1.036270;1.036270;1.036270;1.036270;0
20250102 003400;1.036270;1.036270;1.036230;1.036270;0
20250102 003500;1.036260;1.036310;1.036230;1.036230;0
20250102 003600;1.036250;1.036290;1.036250;1.036280;0
20250102 003700;1.036290;1.036390;1.036290;1.036390;0
20250102 003800;1.036380;1.036390;1.036320;1.036320;0
20250102 003900;1.036320;1.036320;1.036280;1.036280;0
20250102 004000;1.036270;1.036410;1.036270;1.036380;0
20250102 004100;1.036380;1.036380;1.036320;1.036320;0
20250102 004200;1.036300;1.036310;1.036270;1.036270;0
20250102 004300;1.036250;1.036310;1.036250;1.036270;0
20250102 004400;1.036250;1.036250;1.036180;1.036180;0
20250102 004500;1.036190;1.036220;1.036190;1.036220;0
20250102 004600;1.036230;1.036230;1.036170;1.036180;0
20250102 004700;1.036170;1.036230;1.036170;1.036220;0
20250102 004800;1.036220;1.036240;1.036190;1.036240;0
20250102 004900;1.036230;1.036320;1.036230;1.036320;0
20250102 005000;1.036320;1.036390;1.036320;1.036320;0
20250102 005100;1.036320;1.036320;1.036220;1.036220;0
20250102 005200;1.036230;1.036320;1.036220;1.036320;0
20250102 005300;1.036330;1.036340;1.036270;1.036280;0
20250102 005400;1.036290;1.036420;1.036280;1.036420;0
20250102 005500;1.036430;1.036440;1.036400;1.036410;0
20250102 005600;1.036420;1.036480;1.036390;1.036430;0
20250102 005700;1.036430;1.036470;1.036420;1.036430;0
20250102 005800;1.036430;1.036440;1.036410;1.036420;0
20250102 005900;1.036430;1.036430;1.036380;1.036380;0
20250102 010000;1.036370;1.036370;1.036180;1.036270;0
20250102 010100;1.036270;1.036270;1.036140;1.036170;0
20250102 010200;1.036170;1.036200;1.036070;1.036080;0
20250102 010300;1.036090;1.036230;1.036090;1.036210;0
